date,state,district,pincode,bio_age_5_17,bio_age_17_
14-11-2025,Maharashtra,Mumbai,SAMPLE_PIN_03305,0,4
14-12-2025,Maharashtra,Mumbai,SAMPLE_PIN_03297,0,3
07-11-2025,Maharashtra,Mumbai,SAMPLE_PIN_03296,9,15
19-09-2025,Maharashtra,Mumbai,SAMPLE_PIN_04901,0,1
25-12-2025,Maharashtra,Mumbai,SAMPLE_PIN_06354,3,12
09-11-2025,Maharashtra,Mumbai,SAMPLE_PIN_03296,1,4
05-12-2025,Maharashtra,Mumbai,SAMPLE_PIN_03302,8,10
16-09-2025,Maharashtra,Mumbai,SAMPLE_PIN_03342,12,8
28-12-2025,Maharashtra,Mumbai,SAMPLE_PIN_03323,4,13
02-09-2025,Maharashtra,Mumbai,SAMPLE_PIN_03327,3,5
17-11-2025,Maharashtra,Mumbai,SAMPLE_PIN_03328,15,75
17-09-2025,Maharashtra,Mumbai,SAMPLE_PIN_03320,25,18
10-12-2025,Maharashtra,Mumbai,SAMPLE_PIN_03303,10,32
07-09-2025,Maharashtra,Mumbai,SAMPLE_PIN_03310,6,31
12-09-2025,Maharashtra,Mumbai,SAMPLE_PIN_03333,36,26
19-12-2025,Maharashtra,Mumbai,SAMPLE_PIN_06354,1,6
17-11-2025,Maharashtra,Mumbai,SAMPLE_PIN_03277,10,57
11-09-2025,Maharashtra,Mumbai,SAMPLE_PIN_03279,50,57
19-11-2025,Maharashtra,Mumbai,SAMPLE_PIN_03295,5,26
20-12-2025,Maharashtra,Mumbai,SAMPLE_PIN_03348,1,4
14-12-2025,Maharashtra,Mumbai,SAMPLE_PIN_03306,1,13
25-12-2025,Maharashtra,Mumbai,SAMPLE_PIN_03328,84,290
06-12-2025,Maharashtra,Mumbai,SAMPLE_PIN_03303,12,41
09-12-2025,Maharashtra,Mumbai,SAMPLE_PIN_03320,10,40
06-09-2025,Maharashtra,Mumbai,SAMPLE_PIN_03338,2,3
02-12-2025,Maharashtra,Mumbai,SAMPLE_PIN_03300,7,1
01-04-2025,Maharashtra,Mumbai,SAMPLE_PIN_03345,46,130
04-12-2025,Maharashtra,Mumbai,SAMPLE_PIN_03282,3,3
12-11-2025,Maharashtra,Mumbai,SAMPLE_PIN_06358,0,1
01-03-2025,Maharashtra,Mumbai,SAMPLE_PIN_03331,199,845
05-12-2025,Maharashtra,Mumbai,SAMPLE_PIN_03327,14,18
14-09-2025,Maharashtra,Mumbai,SAMPLE_PIN_03351,3,0
17-09-2025,Maharashtra,Mumbai,SAMPLE_PIN_03361,0,1
19-11-2025,Maharashtra,Mumbai,SAMPLE_PIN_03351,2,10
02-09-2025,Maharashtra,Mumbai,SAMPLE_PIN_03323,1,2
16-09-2025,Maharashtra,Mumbai,SAMPLE_PIN_06353,3,4
02-09-2025,Maharashtra,Mumbai,SAMPLE_PIN_03277,8,19
16-09-2025,Maharashtra,Mumbai,SAMPLE_PIN_03325,12,12
16-12-2025,Maharashtra,Mumbai,SAMPLE_PIN_03340,6,36
04-09-2025,Maharashtra,Mumbai,SAMPLE_PIN_03349,1,6
10-09-2025,Maharashtra,Mumbai,SAMPLE_PIN_06358,1,0
25-12-2025,Maharashtra,Mumbai,SAMPLE_PIN_03296,28,20
08-09-2025,Maharashtra,Mumbai,SAMPLE_PIN_03279,15,26
19-11-2025,Maharashtra,Mumbai,SAMPLE_PIN_03341,4,15
04-09-2025,Maharashtra,Mumbai,SAMPLE_PIN_03284,5,1
02-12-2025,Maharashtra,Mumbai,SAMPLE_PIN_03312,12,38
11-12-2025,Maharashtra,Mumbai,SAMPLE_PIN_03278,13,37
14-11-2025,Maharashtra,Mumbai,SAMPLE_PIN_03302,15,10
13-09-2025,Maharashtra,Mumbai,SAMPLE_PIN_03305,17,7
01-06-2025,Maharashtra,Mumbai,SAMPLE_PIN_03346,28,75
01-05-2025,Maharashtra,Mumbai,SAMPLE_PIN_03314,57,105
25-11-2025,Maharashtra,Mumbai,SAMPLE_PIN_03283,44,108
14-12-2025,Maharashtra,Mumbai,SAMPLE_PIN_03335,1,5
13-11-2025,Maharashtra,Mumbai,SAMPLE_PIN_03328,19,108
08-09-2025,Maharashtra,Mumbai,SAMPLE_PIN_03331,8,12
18-11-2025,Maharashtra,Mumbai,SAMPLE_PIN_03332,5,17
12-11-2025,Maharashtra,Mumbai,SAMPLE_PIN_04919,0,1
14-11-2025,Maharashtra,Mumbai,SAMPLE_PIN_03347,0,1
16-12-2025,Maharashtra,Mumbai,SAMPLE_PIN_03296,5,13
01-09-2025,Maharashtra,Mumbai,SAMPLE_PIN_04935,0,1
14-09-2025,Maharashtra,Mumbai,SAMPLE_PIN_03297,1,1
16-11-2025,Maharashtra,Mumbai,SAMPLE_PIN_03288,1,7
12-12-2025,Maharashtra,Mumbai,SAMPLE_PIN_03351,6,14
18-11-2025,Maharashtra,Mumbai,SAMPLE_PIN_03339,4,9
05-09-2025,Maharashtra,Mumbai,SAMPLE_PIN_03306,0,4
01-06-2025,Maharashtra,Mumbai,SAMPLE_PIN_03322,293,696
11-09-2025,Maharashtra,Mumbai,SAMPLE_PIN_03343,0,1
14-11-2025,Maharashtra,Mumbai,SAMPLE_PIN_03292,14,12
17-11-2025,Maharashtra,Mumbai,SAMPLE_PIN_03339,1,2
13-11-2025,Maharashtra,Mumbai,SAMPLE_PIN_03288,8,15
28-12-2025,Maharashtra,Mumbai,SAMPLE_PIN_03327,5,10
12-09-2025,Maharashtra,Mumbai,SAMPLE_PIN_04498,0,1
10-12-2025,Maharashtra,Mumbai,SAMPLE_PIN_03315,27,9
12-09-2025,Maharashtra,Mumbai,SAMPLE_PIN_03325,1,8
18-09-2025,Maharashtra,Mumbai,SAMPLE_PIN_03276,15,19
12-09-2025,Maharashtra,Mumbai,SAMPLE_PIN_03301,55,41
12-11-2025,Maharashtra,Mumbai,SAMPLE_PIN_03351,11,22
02-09-2025,Maharashtra,Mumbai,SAMPLE_PIN_03290,1,7
09-12-2025,Maharashtra,Mumbai,SAMPLE_PIN_03353,4,12
01-04-2025,Maharashtra,Mumbai,SAMPLE_PIN_03297,104,289
12-12-2025,Maharashtra,Mumbai,SAMPLE_PIN_03297,11,15
01-12-2025,Maharashtra,Mumbai,SAMPLE_PIN_03335,5,2
13-09-2025,Maharashtra,Mumbai,SAMPLE_PIN_03300,4,2
10-09-2025,Maharashtra,Mumbai,SAMPLE_PIN_03328,45,116
09-11-2025,Maharashtra,Mumbai,SAMPLE_PIN_03314,5,1
17-09-2025,Maharashtra,Mumbai,SAMPLE_PIN_03324,10,14
13-12-2025,Maharashtra,Mumbai,SAMPLE_PIN_03275,20,27
28-12-2025,Maharashtra,Mumbai,SAMPLE_PIN_03306,3,5
14-11-2025,Maharashtra,Mumbai,SAMPLE_PIN_03328,29,164
14-12-2025,Maharashtra,Mumbai,SAMPLE_PIN_03308,5,13
12-11-2025,Maharashtra,Mumbai,SAMPLE_PIN_06353,7,7
19-11-2025,Maharashtra,Mumbai,SAMPLE_PIN_03282,1,8
03-12-2025,Maharashtra,Mumbai,SAMPLE_PIN_03339,6,2
09-12-2025,Maharashtra,Mumbai,SAMPLE_PIN_03301,54,69
07-12-2025,Maharashtra,Mumbai,SAMPLE_PIN_03299,4,10
10-11-2025,Maharashtra,Mumbai,SAMPLE_PIN_03286,2,12
05-12-2025,Maharashtra,Mumbai,SAMPLE_PIN_03296,2,13
01-04-2025,Maharashtra,Mumbai,SAMPLE_PIN_03351,87,230
01-07-2025,Maharashtra,Mumbai,SAMPLE_PIN_03359,76,180
13-09-2025,Maharashtra,Mumbai,SAMPLE_PIN_03312,24,27
10-12-2025,Maharashtra,Mumbai,SAMPLE_PIN_03331,28,59
02-09-2025,Maharashtra,Mumbai,SAMPLE_PIN_03305,2,6
07-09-2025,Maharashtra,Mumbai,SAMPLE_PIN_03293,1,1
07-11-2025,Maharashtra,Mumbai,SAMPLE_PIN_03299,10,52
08-09-2025,Maharashtra,Mumbai,SAMPLE_PIN_03338,0,2
08-11-2025,Maharashtra,Mumbai,SAMPLE_PIN_04895,0,1
06-12-2025,Maharashtra,Mumbai,SAMPLE_PIN_03334,5,14
07-11-2025,Maharashtra,Mumbai,SAMPLE_PIN_03334,2,5
13-12-2025,Maharashtra,Mumbai,SAMPLE_PIN_03287,23,54
15-12-2025,Maharashtra,Mumbai,SAMPLE_PIN_03307,4,6
07-11-2025,Maharashtra,Mumbai,SAMPLE_PIN_03293,10,12
07-11-2025,Maharashtra,Mumbai,SAMPLE_PIN_03339,3,7
10-12-2025,Maharashtra,Mumbai,SAMPLE_PIN_03291,3,14
26-12-2025,Maharashtra,Mumbai,SAMPLE_PIN_03317,10,51
18-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03345,2,0
27-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03345,7,4
19-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03281,21,6
01-03-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03291,77,104
01-05-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03335,80,72
03-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03313,0,1
08-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03275,1,2
01-07-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03301,428,326
01-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03285,8,6
06-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03324,7,1
15-11-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03305,1,1
13-11-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03320,18,11
12-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03354,5,1
11-11-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03331,47,13
09-11-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03305,3,0
05-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03313,3,2
15-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03318,5,1
10-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03303,28,12
18-11-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03342,4,3
03-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03333,43,13
26-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03329,27,6
26-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03314,3,2
26-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03284,6,2
04-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03313,1,1
19-11-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03346,2,0
27-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03326,17,16
05-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03310,16,12
18-11-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03309,14,6
13-11-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03345,3,1
01-07-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03348,67,146
14-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03310,5,3
03-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03311,3,4
01-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03362,6,1
25-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03279,40,37
05-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03354,5,7
10-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03331,32,17
05-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03303,10,7
18-11-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03313,5,2
10-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03313,7,1
07-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03298,2,6
01-07-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03299,225,225
08-11-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03324,7,5
26-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03340,13,9
11-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03275,19,4
18-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03289,14,5
12-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03309,11,7
25-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03362,5,2
01-06-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03309,179,213
09-11-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03320,7,2
14-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03309,13,5
29-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03278,4,9
05-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03294,16,6
15-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03301,28,4
04-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03344,1,1
01-05-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03333,236,180
09-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03303,20,10
01-04-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03295,199,176
19-11-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03278,29,7
01-05-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03340,155,125
29-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03298,7,5
26-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03278,14,28
11-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03288,7,5
01-06-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03276,201,228
10-11-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03325,4,1
09-11-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03322,10,2
16-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03326,50,17
08-11-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03280,6,2
14-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03277,23,10
04-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03281,11,7
01-03-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03285,64,113
01-07-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03287,333,443
10-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03354,9,6
17-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03340,19,4
01-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03305,3,1
02-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03344,4,0
15-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03288,10,5
01-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03295,3,5
01-07-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03315,167,122
09-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03295,10,6
01-03-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03362,32,33
13-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03309,6,3
03-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03295,5,4
25-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03289,8,2
01-06-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03288,98,90
01-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03284,4,2
15-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03342,15,1
01-04-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03280,64,54
13-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03277,36,7
15-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03345,3,4
10-11-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03301,30,10
11-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03335,5,5
01-04-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03294,141,343
14-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03318,1,1
26-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03345,8,2
16-11-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03294,8,2
13-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03286,6,7
09-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03277,23,25
01-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03296,7,4
29-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03334,7,3
29-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03312,7,2
16-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03298,8,12
04-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03309,0,1
18-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03280,1,0
09-11-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03295,2,5
08-11-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03344,9,0
12-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03305,3,1
03-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03277,10,9
15-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03291,4,1
14-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03335,5,3
15-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03288,5,1
09-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03348,7,8
11-11-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03313,6,3
17-11-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03315,3,0
09-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03295,15,18
29-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03340,13,3
14-11-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03309,14,2
01-06-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03298,140,218
16-11-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03285,2,2
01-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03331,35,22
19-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03284,4,6
19-11-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03335,7,0
18-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03345,5,0
11-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03288,7,5
14-11-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03303,27,7
19-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_06358,0,1
08-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03334,5,0
18-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03316,59,6
27-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03281,26,9
08-11-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03287,42,21
10-11-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03349,0,2
03-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03289,6,3
16-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03319,4,6
11-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03346,1,0
14-11-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03279,34,25
08-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03287,25,19
16-11-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03287,13,5
09-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03294,9,13
18-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03288,30,6
28-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03329,5,4
19-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03310,11,5
01-03-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03277,270,317
07-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03320,1,0
12-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03342,10,2
01-07-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03284,64,64
01-05-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03319,130,118
07-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03328,23,13
07-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03294,5,5
13-11-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03348,5,6
01-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03287,15,9
01-06-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03315,115,98
15-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03303,5,8
11-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03354,27,3
03-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03301,9,5
01-06-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03311,92,78
13-11-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03315,7,6
14-11-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03324,15,0
11-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03335,4,3
03-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03305,1,0
19-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03317,14,8
09-11-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03328,20,20
13-11-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03349,4,0
05-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03333,5,4
14-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03316,24,3
18-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03299,17,7
29-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03295,18,7
17-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03317,18,14
10-11-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03298,3,4
08-11-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03299,21,12
19-11-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03317,8,6
19-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03329,6,2
02-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03316,19,5
01-03-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03318,143,134
04-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03334,6,0
11-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03310,20,12
15-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03276,13,6
11-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03313,2,7
08-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03309,0,2
18-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03296,8,3
01-03-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03325,49,41
02-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03344,3,2
15-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03312,32,7
01-06-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03335,52,61
25-11-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03326,56,34
02-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03324,4,1
09-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03298,3,12
09-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03348,3,10
19-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03329,13,2
15-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03317,15,6
08-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03328,58,61
10-11-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03335,6,0
19-11-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03281,16,4
19-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03326,20,17
12-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03288,9,6
12-11-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03287,26,19
15-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03349,3,4
16-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03301,42,9
02-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03345,5,1
01-07-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03344,64,69
06-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03294,6,9
17-11-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03296,4,1
18-11-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03334,6,2
06-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03287,6,12
25-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03324,13,1
14-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03285,5,0
07-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03310,10,6
04-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03280,3,2
17-11-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03312,10,7
16-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03301,56,9
11-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03327,12,1
27-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03342,8,5
08-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03329,5,2
26-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03317,12,22
20-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03344,3,3
01-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03340,4,3
06-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03310,2,3
18-11-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03328,64,26
01-03-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03342,55,86
16-11-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03328,25,9
11-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03342,4,2
25-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03310,24,11
01-03-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03294,111,358
07-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03329,5,2
20-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03294,9,5
01-04-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03275,288,185
06-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03344,6,0
10-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03324,2,1
25-12-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03284,3,4
08-09-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03342,3,0
13-11-2025,Maharashtra,Mumbai Suburban,SAMPLE_PIN_03316,43,10
