date,state,district,pincode,demo_age_5_17,demo_age_17_
22-12-2025,Bihar,Madhubani,SAMPLE_PIN_02975,0,1
27-11-2025,Bihar,Madhubani,SAMPLE_PIN_02971,6,62
13-10-2025,Bihar,Madhubani,SAMPLE_PIN_02955,2,36
14-11-2025,Bihar,Madhubani,SAMPLE_PIN_02984,1,0
02-11-2025,Bihar,Madhubani,SAMPLE_PIN_02959,4,28
28-11-2025,Bihar,Madhubani,SAMPLE_PIN_02985,6,54
08-09-2025,Bihar,Madhubani,SAMPLE_PIN_02959,2,46
06-12-2025,Bihar,Madhubani,SAMPLE_PIN_02981,4,28
13-11-2025,Bihar,Madhubani,SAMPLE_PIN_02968,3,64
02-12-2025,Bihar,Madhubani,SAMPLE_PIN_02975,0,31
02-12-2025,Bihar,Madhubani,SAMPLE_PIN_02978,13,108
01-03-2025,Bihar,Madhubani,SAMPLE_PIN_02989,181,1952
27-11-2025,Bihar,Madhubani,SAMPLE_PIN_02963,4,82
09-12-2025,Bihar,Madhubani,SAMPLE_PIN_02962,5,31
14-09-2025,Bihar,Madhubani,SAMPLE_PIN_02973,0,20
02-09-2025,Bihar,Madhubani,SAMPLE_PIN_02979,4,14
26-11-2025,Bihar,Madhubani,SAMPLE_PIN_02954,0,13
01-12-2025,Bihar,Madhubani,SAMPLE_PIN_02977,4,29
28-11-2025,Bihar,Madhubani,SAMPLE_PIN_02982,1,40
09-12-2025,Bihar,Madhubani,SAMPLE_PIN_02980,0,13
31-10-2025,Bihar,Madhubani,SAMPLE_PIN_02974,4,32
27-11-2025,Bihar,Madhubani,SAMPLE_PIN_02986,1,26
11-11-2025,Bihar,Madhubani,SAMPLE_PIN_02972,1,6
09-09-2025,Bihar,Madhubani,SAMPLE_PIN_02969,2,24
05-12-2025,Bihar,Madhubani,SAMPLE_PIN_02982,1,32
06-09-2025,Bihar,Madhubani,SAMPLE_PIN_02989,12,102
04-11-2025,Bihar,Madhubani,SAMPLE_PIN_02989,10,142
03-11-2025,Bihar,Madhubani,SAMPLE_PIN_02954,4,40
14-09-2025,Bihar,Madhubani,SAMPLE_PIN_02989,2,13
01-09-2025,Bihar,Madhubani,SAMPLE_PIN_02987,0,19
16-12-2025,Bihar,Madhubani,SAMPLE_PIN_02981,4,30
19-12-2025,Bihar,Madhubani,SAMPLE_PIN_02975,0,7
09-11-2025,Bihar,Madhubani,SAMPLE_PIN_02970,1,10
14-11-2025,Bihar,Madhubani,SAMPLE_PIN_02959,3,22
24-10-2025,Bihar,Madhubani,SAMPLE_PIN_02983,2,11
01-03-2025,Bihar,Madhubani,SAMPLE_PIN_02982,96,990
15-09-2025,Bihar,Madhubani,SAMPLE_PIN_02972,1,14
27-10-2025,Bihar,Madhubani,SAMPLE_PIN_02963,2,11
28-10-2025,Bihar,Madhubani,SAMPLE_PIN_02953,0,15
13-11-2025,Bihar,Madhubani,SAMPLE_PIN_02959,4,33
01-03-2025,Bihar,Madhubani,SAMPLE_PIN_02970,46,668
04-11-2025,Bihar,Madhubani,SAMPLE_PIN_02956,0,23
08-11-2025,Bihar,Madhubani,SAMPLE_PIN_02958,8,60
21-10-2025,Bihar,Madhubani,SAMPLE_PIN_02991,0,4
09-12-2025,Bihar,Madhubani,SAMPLE_PIN_02978,6,51
17-11-2025,Bihar,Madhubani,SAMPLE_PIN_02970,1,24
26-11-2025,Bihar,Madhubani,SAMPLE_PIN_02963,3,42
19-12-2025,Bihar,Madhubani,SAMPLE_PIN_02990,3,45
16-10-2025,Bihar,Madhubani,SAMPLE_PIN_02979,2,18
03-09-2025,Bihar,Madhubani,SAMPLE_PIN_02986,1,12
04-11-2025,Bihar,Madhubani,SAMPLE_PIN_02986,3,29
31-10-2025,Bihar,Madhubani,SAMPLE_PIN_02951,9,97
16-09-2025,Bihar,Madhubani,SAMPLE_PIN_02950,2,30
16-11-2025,Bihar,Madhubani,SAMPLE_PIN_02985,0,15
29-10-2025,Bihar,Madhubani,SAMPLE_PIN_02983,0,1
04-09-2025,Bihar,Madhubani,SAMPLE_PIN_02952,1,42
04-09-2025,Bihar,Madhubani,SAMPLE_PIN_02973,3,72
17-10-2025,Bihar,Madhubani,SAMPLE_PIN_02975,0,6
12-09-2025,Bihar,Madhubani,SAMPLE_PIN_02981,5,76
25-11-2025,Bihar,Madhubani,SAMPLE_PIN_02966,1,13
27-11-2025,Bihar,Madhubani,SAMPLE_PIN_02970,3,52
27-12-2025,Bihar,Madhubani,SAMPLE_PIN_02979,0,20
14-12-2025,Bihar,Madhubani,SAMPLE_PIN_02966,6,40
07-11-2025,Bihar,Madhubani,SAMPLE_PIN_02964,1,34
13-12-2025,Bihar,Madhubani,SAMPLE_PIN_02966,3,56
16-09-2025,Bihar,Madhubani,SAMPLE_PIN_02980,2,15
05-11-2025,Bihar,Madhubani,SAMPLE_PIN_02951,13,118
18-12-2025,Bihar,Madhubani,SAMPLE_PIN_02964,1,8
07-12-2025,Bihar,Madhubani,SAMPLE_PIN_02969,4,30
10-12-2025,Bihar,Madhubani,SAMPLE_PIN_02960,10,54
16-11-2025,Bihar,Madhubani,SAMPLE_PIN_02971,3,20
28-12-2025,Bihar,Madhubani,SAMPLE_PIN_02955,5,15
07-09-2025,Bihar,Madhubani,SAMPLE_PIN_02959,0,35
11-12-2025,Bihar,Madhubani,SAMPLE_PIN_02982,4,29
27-12-2025,Bihar,Madhubani,SAMPLE_PIN_02977,8,38
19-11-2025,Bihar,Madhubani,SAMPLE_PIN_02970,1,39
14-09-2025,Bihar,Madhubani,SAMPLE_PIN_02958,1,8
04-09-2025,Bihar,Madhubani,SAMPLE_PIN_02987,0,9
11-09-2025,Bihar,Madhubani,SAMPLE_PIN_02974,2,37
14-09-2025,Bihar,Madhubani,SAMPLE_PIN_02960,0,18
09-11-2025,Bihar,Madhubani,SAMPLE_PIN_02982,4,21
15-11-2025,Bihar,Madhubani,SAMPLE_PIN_02965,0,22
23-12-2025,Bihar,Madhubani,SAMPLE_PIN_02987,1,14
15-11-2025,Bihar,Madhubani,SAMPLE_PIN_02980,0,3
21-12-2025,Bihar,Madhubani,SAMPLE_PIN_02971,1,8
21-10-2025,Bihar,Madhubani,SAMPLE_PIN_02966,2,9
27-11-2025,Bihar,Madhubani,SAMPLE_PIN_02970,3,52
10-12-2025,Bihar,Madhubani,SAMPLE_PIN_02957,1,6
18-09-2025,Bihar,Madhubani,SAMPLE_PIN_02954,0,31
01-09-2025,Bihar,Madhubani,SAMPLE_PIN_02961,9,64
07-11-2025,Bihar,Madhubani,SAMPLE_PIN_02980,2,19
05-11-2025,Bihar,Madhubani,SAMPLE_PIN_02982,2,41
16-09-2025,Bihar,Madhubani,SAMPLE_PIN_02970,4,29
10-12-2025,Bihar,Madhubani,SAMPLE_PIN_02986,0,11
19-11-2025,Bihar,Madhubani,SAMPLE_PIN_02985,7,31
10-09-2025,Bihar,Madhubani,SAMPLE_PIN_02952,3,37
24-12-2025,Bihar,Madhubani,SAMPLE_PIN_02964,0,21
27-11-2025,Bihar,Madhubani,SAMPLE_PIN_02965,1,26
05-12-2025,Bihar,Madhubani,SAMPLE_PIN_02983,1,6
25-12-2025,Bihar,Madhubani,SAMPLE_PIN_02959,4,17
16-10-2025,Bihar,Madhubani,SAMPLE_PIN_02970,4,58
04-09-2025,Bihar,Madhubani,SAMPLE_PIN_02967,2,14
29-10-2025,Bihar,Madhubani,SAMPLE_PIN_02972,0,19
20-10-2025,Bihar,Madhubani,SAMPLE_PIN_02983,1,11
06-11-2025,Bihar,Madhubani,SAMPLE_PIN_02971,3,34
14-09-2025,Bihar,Madhubani,SAMPLE_PIN_02961,1,15
26-10-2025,Bihar,Madhubani,SAMPLE_PIN_02952,0,17
13-10-2025,Bihar,Madhubani,SAMPLE_PIN_02950,0,37
16-12-2025,Bihar,Madhubani,SAMPLE_PIN_02974,2,21
18-12-2025,Bihar,Madhubani,SAMPLE_PIN_02954,0,3
01-11-2025,Bihar,Madhubani,SAMPLE_PIN_02955,2,37
05-09-2025,Bihar,Madhubani,SAMPLE_PIN_02987,0,13
08-12-2025,Bihar,Madhubani,SAMPLE_PIN_02974,4,27
19-10-2025,Bihar,Madhubani,SAMPLE_PIN_02981,3,36
09-11-2025,Bihar,Madhubani,SAMPLE_PIN_02978,1,23
06-11-2025,Bihar,Madhubani,SAMPLE_PIN_02950,3,56
01-09-2025,Bihar,Madhubani,SAMPLE_PIN_02971,2,45
26-11-2025,Bihar,Madhubani,SAMPLE_PIN_02969,1,16
14-11-2025,Bihar,Madhubani,SAMPLE_PIN_02973,8,49
21-10-2025,Bihar,Madhubani,SAMPLE_PIN_02970,1,6
13-11-2025,Bihar,Madhubani,SAMPLE_PIN_02976,4,32
29-10-2025,Bihar,Madhubani,SAMPLE_PIN_02987,0,9
08-11-2025,Bihar,Madhubani,SAMPLE_PIN_02970,0,19
09-11-2025,Bihar,Madhubani,SAMPLE_PIN_02979,0,3
06-09-2025,Bihar,Madhubani,SAMPLE_PIN_02982,4,52
04-12-2025,Bihar,Madhubani,SAMPLE_PIN_02968,7,98
01-03-2025,Bihar,Madhubani,SAMPLE_PIN_02991,33,398
27-10-2025,Bihar,Madhubani,SAMPLE_PIN_02971,2,22
13-12-2025,Bihar,Madhubani,SAMPLE_PIN_02964,1,16
13-09-2025,Bihar,Madhubani,SAMPLE_PIN_02966,6,59
02-09-2025,Bihar,Madhubani,SAMPLE_PIN_02972,2,15
01-09-2025,Bihar,Madhubani,SAMPLE_PIN_02981,5,42
14-11-2025,Bihar,Madhubani,SAMPLE_PIN_02961,2,36
04-12-2025,Bihar,Madhubani,SAMPLE_PIN_02973,6,52
09-09-2025,Bihar,Madhubani,SAMPLE_PIN_02966,7,138
22-12-2025,Bihar,Madhubani,SAMPLE_PIN_02953,1,8
22-12-2025,Bihar,Madhubani,SAMPLE_PIN_02990,4,26
04-11-2025,Bihar,Madhubani,SAMPLE_PIN_02985,7,67
02-11-2025,Bihar,Madhubani,SAMPLE_PIN_02990,6,53
13-11-2025,Bihar,Madhubani,SAMPLE_PIN_02980,0,10
12-11-2025,Bihar,Madhubani,SAMPLE_PIN_02957,0,3
03-11-2025,Bihar,Madhubani,SAMPLE_PIN_02962,3,49
27-12-2025,Bihar,Madhubani,SAMPLE_PIN_02961,7,44
13-09-2025,Bihar,Madhubani,SAMPLE_PIN_02958,0,33
03-11-2025,Bihar,Madhubani,SAMPLE_PIN_02977,5,66
15-12-2025,Bihar,Madhubani,SAMPLE_PIN_02984,0,3
13-09-2025,Bihar,Madhubani,SAMPLE_PIN_02952,0,33
01-12-2025,Bihar,Madhubani,SAMPLE_PIN_02964,6,46
03-09-2025,Bihar,Madhubani,SAMPLE_PIN_02975,0,2
02-09-2025,Bihar,Madhubani,SAMPLE_PIN_06335,1,1
14-11-2025,Bihar,Madhubani,SAMPLE_PIN_02983,0,10
15-11-2025,Bihar,Madhubani,SAMPLE_PIN_02968,6,43
10-09-2025,Bihar,Madhubani,SAMPLE_PIN_02976,2,56
10-09-2025,Bihar,Madhubani,SAMPLE_PIN_02962,6,48
10-11-2025,Bihar,Madhubani,SAMPLE_PIN_02980,0,9
26-10-2025,Bihar,Madhubani,SAMPLE_PIN_02985,3,50
20-10-2025,Bihar,Madhubani,SAMPLE_PIN_02974,0,3
25-11-2025,Bihar,Madhubani,SAMPLE_PIN_02973,1,24
06-12-2025,Bihar,Madhubani,SAMPLE_PIN_02982,2,42
04-12-2025,Bihar,Madhubani,SAMPLE_PIN_02969,4,97
20-09-2025,Bihar,Madhubani,SAMPLE_PIN_02951,4,156
21-12-2025,Bihar,Madhubani,SAMPLE_PIN_02976,2,19
03-09-2025,Bihar,Madhubani,SAMPLE_PIN_02987,2,16
20-12-2025,Bihar,Madhubani,SAMPLE_PIN_02959,3,10
23-12-2025,Bihar,Madhubani,SAMPLE_PIN_06334,0,1
14-09-2025,Bihar,Madhubani,SAMPLE_PIN_02956,0,7
28-11-2025,Bihar,Madhubani,SAMPLE_PIN_02972,1,13
21-12-2025,Bihar,Madhubani,SAMPLE_PIN_02984,0,4
01-03-2025,Bihar,Madhubani,SAMPLE_PIN_02955,50,741
02-11-2025,Bihar,Madhubani,SAMPLE_PIN_02969,1,9
20-10-2025,Bihar,Madhubani,SAMPLE_PIN_02990,1,9
23-10-2025,Bihar,Madhubani,SAMPLE_PIN_02963,0,2
23-12-2025,Bihar,Madhubani,SAMPLE_PIN_02956,0,20
12-09-2025,Bihar,Madhubani,SAMPLE_PIN_02977,4,60
30-10-2025,Bihar,Madhubani,SAMPLE_PIN_02991,0,12
03-11-2025,Bihar,Madhubani,SAMPLE_PIN_02985,6,64
19-11-2025,Bihar,Madhubani,SAMPLE_PIN_02958,8,50
28-10-2025,Bihar,Madhubani,SAMPLE_PIN_02970,0,6
15-09-2025,Bihar,Madhubani,SAMPLE_PIN_02958,4,50
28-10-2025,Bihar,Madhubani,SAMPLE_PIN_02976,2,11
02-09-2025,Bihar,Madhubani,SAMPLE_PIN_02991,0,15
10-09-2025,Bihar,Madhubani,SAMPLE_PIN_02951,12,252
14-12-2025,Bihar,Madhubani,SAMPLE_PIN_02964,3,16
27-10-2025,Bihar,Madhubani,SAMPLE_PIN_02977,0,14
15-10-2025,Bihar,Madhubani,SAMPLE_PIN_02968,2,80
26-10-2025,Bihar,Madhubani,SAMPLE_PIN_02953,1,31
05-12-2025,Bihar,Madhubani,SAMPLE_PIN_02979,1,21
09-12-2025,Bihar,Madhubani,SAMPLE_PIN_02950,2,44
19-10-2025,Bihar,Madhubani,SAMPLE_PIN_02974,3,25
17-10-2025,Bihar,Madhubani,SAMPLE_PIN_02980,0,14
22-12-2025,Bihar,Madhubani,SAMPLE_PIN_02970,1,14
30-10-2025,Bihar,Madhubani,SAMPLE_PIN_02972,3,13
27-11-2025,Bihar,Madhubani,SAMPLE_PIN_02954,4,45
08-09-2025,Bihar,Madhubani,SAMPLE_PIN_02991,1,18
13-12-2025,Bihar,Madhubani,SAMPLE_PIN_02977,5,34
14-11-2025,Bihar,Madhubani,SAMPLE_PIN_02974,2,11
05-11-2025,Bihar,Madhubani,SAMPLE_PIN_02969,2,21
19-09-2025,Bihar,Madhubani,SAMPLE_PIN_02972,0,13
12-12-2025,Bihar,Madhubani,SAMPLE_PIN_02967,3,11
15-09-2025,Bihar,Madhubani,SAMPLE_PIN_02953,0,11
26-11-2025,Bihar,Madhubani,SAMPLE_PIN_02952,1,15
18-12-2025,Bihar,Madhubani,SAMPLE_PIN_02960,1,8
08-12-2025,Bihar,Madhubani,SAMPLE_PIN_02968,8,66
16-11-2025,Bihar,Madhubani,SAMPLE_PIN_02988,0,2
07-09-2025,Bihar,Madhubani,SAMPLE_PIN_02968,3,51
17-11-2025,Bihar,Madhubani,SAMPLE_PIN_02963,3,49
14-09-2025,Bihar,Madhubani,SAMPLE_PIN_02982,2,18
18-09-2025,Bihar,Madhubani,SAMPLE_PIN_02972,0,14
22-12-2025,Bihar,Madhubani,SAMPLE_PIN_02991,0,3
26-10-2025,Bihar,Madhubani,SAMPLE_PIN_02964,3,43
18-09-2025,Bihar,Madhubani,SAMPLE_PIN_02975,0,11
28-12-2025,Bihar,Madhubani,SAMPLE_PIN_02985,2,23
16-09-2025,Bihar,Madhubani,SAMPLE_PIN_02967,2,6
09-12-2025,Bihar,Madhubani,SAMPLE_PIN_02990,5,53
18-12-2025,Bihar,Madhubani,SAMPLE_PIN_02969,0,11
20-09-2025,Bihar,Madhubani,SAMPLE_PIN_02963,0,36
16-12-2025,Bihar,Madhubani,SAMPLE_PIN_02960,7,62
05-12-2025,Bihar,Madhubani,SAMPLE_PIN_02958,1,22
27-10-2025,Bihar,Madhubani,SAMPLE_PIN_02987,2,5
17-10-2025,Bihar,Madhubani,SAMPLE_PIN_02952,1,13
14-09-2025,Bihar,Madhubani,SAMPLE_PIN_02976,2,15
26-11-2025,Bihar,Madhubani,SAMPLE_PIN_02987,0,25
11-11-2025,Bihar,Madhubani,SAMPLE_PIN_02950,2,24
24-10-2025,Bihar,Madhubani,SAMPLE_PIN_02958,1,60
14-11-2025,Bihar,Madhubani,SAMPLE_PIN_02965,0,18
31-10-2025,Bihar,Madhubani,SAMPLE_PIN_02959,5,93
05-11-2025,Bihar,Madhubani,SAMPLE_PIN_02990,3,71
04-12-2025,Bihar,Madhubani,SAMPLE_PIN_02957,0,8
03-09-2025,Bihar,Madhubani,SAMPLE_PIN_02985,2,22
07-12-2025,Bihar,Madhubani,SAMPLE_PIN_02971,2,21
26-12-2025,Bihar,Madhubani,SAMPLE_PIN_02950,5,24
28-10-2025,Bihar,Madhubani,SAMPLE_PIN_02968,0,15
13-11-2025,Bihar,Madhubani,SAMPLE_PIN_02990,5,67
03-11-2025,Bihar,Madhubani,SAMPLE_PIN_02966,8,83
19-11-2025,Bihar,Madhubani,SAMPLE_PIN_02967,0,9
05-11-2025,Bihar,Madhubani,SAMPLE_PIN_02983,1,16
06-12-2025,Bihar,Madhubani,SAMPLE_PIN_02963,3,41
15-09-2025,Bihar,Madhubani,SAMPLE_PIN_02988,0,18
13-11-2025,Bihar,Madhubani,SAMPLE_PIN_02983,2,5
05-11-2025,Bihar,Madhubani,SAMPLE_PIN_02973,9,92
16-10-2025,Bihar,Madhubani,SAMPLE_PIN_02960,12,129
11-12-2025,Bihar,Madhubani,SAMPLE_PIN_02969,2,41
03-11-2025,Bihar,Madhubani,SAMPLE_PIN_02953,1,21
16-12-2025,Bihar,Madhubani,SAMPLE_PIN_02952,0,26
07-09-2025,Bihar,Madhubani,SAMPLE_PIN_02977,2,16
20-10-2025,Bihar,Madhubani,SAMPLE_PIN_02970,1,8
24-10-2025,Bihar,Madhubani,SAMPLE_PIN_02960,12,83
09-09-2025,Bihar,Madhubani,SAMPLE_PIN_02984,0,5
06-09-2025,Bihar,Madhubani,SAMPLE_PIN_02954,3,32
15-11-2025,Bihar,Madhubani,SAMPLE_PIN_02952,0,9
08-11-2025,Bihar,Madhubani,SAMPLE_PIN_02961,7,77
08-11-2025,Bihar,Madhubani,SAMPLE_PIN_02977,7,43
26-11-2025,Bihar,Madhubani,SAMPLE_PIN_02986,0,12
26-10-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03028,3,21
29-11-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03019,15,28
27-11-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03028,2,11
04-12-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03005,1,11
06-09-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03039,6,36
01-06-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03019,158,875
20-10-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03016,0,3
10-09-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03027,0,2
07-12-2025,Tamil Nadu,Madurai,SAMPLE_PIN_02992,3,32
03-09-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03016,0,1
08-11-2025,Tamil Nadu,Madurai,SAMPLE_PIN_02992,7,28
25-10-2025,Tamil Nadu,Madurai,SAMPLE_PIN_02994,4,23
26-12-2025,Tamil Nadu,Madurai,SAMPLE_PIN_02992,6,28
15-10-2025,Tamil Nadu,Madurai,SAMPLE_PIN_02994,1,8
14-12-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03035,0,3
13-11-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03010,10,11
23-12-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03005,1,14
14-11-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03001,0,1
15-09-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03007,5,27
04-11-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03035,3,3
27-11-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03026,0,4
15-11-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03017,0,11
20-10-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03004,1,2
13-09-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03020,1,5
15-12-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03014,0,7
16-12-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03027,0,3
05-12-2025,Tamil Nadu,Madurai,SAMPLE_PIN_02995,2,31
10-09-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03010,1,13
20-12-2025,Tamil Nadu,Madurai,SAMPLE_PIN_02999,3,13
09-11-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03002,5,4
06-09-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03042,1,4
04-12-2025,Tamil Nadu,Madurai,SAMPLE_PIN_02997,2,15
28-11-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03040,1,8
04-09-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03023,1,0
22-12-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03004,1,12
11-12-2025,Tamil Nadu,Madurai,SAMPLE_PIN_02998,4,51
06-09-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03012,1,11
17-09-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03015,2,20
29-12-2025,Tamil Nadu,Madurai,SAMPLE_PIN_02993,1,8
16-11-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03008,0,5
11-12-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03017,0,11
19-09-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03012,0,8
26-12-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03017,4,10
03-09-2025,Tamil Nadu,Madurai,SAMPLE_PIN_06682,0,1
10-12-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03038,2,14
25-11-2025,Tamil Nadu,Madurai,SAMPLE_PIN_02994,0,1
10-11-2025,Tamil Nadu,Madurai,SAMPLE_PIN_02998,10,39
08-09-2025,Tamil Nadu,Madurai,SAMPLE_PIN_02992,7,36
11-12-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03010,1,19
22-12-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03012,0,10
17-09-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03044,1,14
03-09-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03043,3,31
29-12-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03034,4,15
02-09-2025,Tamil Nadu,Madurai,SAMPLE_PIN_02998,8,38
01-09-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03003,0,11
11-12-2025,Tamil Nadu,Madurai,SAMPLE_PIN_02999,2,26
13-10-2025,Tamil Nadu,Madurai,SAMPLE_PIN_02998,1,13
18-12-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03022,0,1
05-11-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03006,8,13
10-12-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03037,1,22
18-11-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03008,1,3
01-12-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03017,0,6
15-11-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03039,3,29
06-12-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03030,1,10
27-12-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03002,5,19
04-12-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03017,1,13
13-11-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03004,3,8
13-09-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03037,2,5
25-10-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03023,0,3
27-12-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03045,1,20
07-12-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03047,0,1
14-11-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03019,5,43
27-12-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03021,2,10
13-10-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03031,1,1
16-11-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03044,0,2
01-03-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03044,14,162
24-12-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03034,2,11
25-11-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03031,3,6
19-09-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03007,8,25
31-10-2025,Tamil Nadu,Madurai,SAMPLE_PIN_06336,0,1
10-12-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03048,0,5
11-12-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03029,0,6
16-12-2025,Tamil Nadu,Madurai,SAMPLE_PIN_02992,0,31
04-11-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03026,0,2
15-11-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03023,0,1
05-09-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03004,0,1
29-12-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03045,1,10
28-12-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03000,4,18
11-12-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03035,0,11
25-11-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03013,0,1
23-10-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03039,0,1
03-12-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03024,4,12
04-11-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03003,2,10
29-11-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03037,2,3
16-09-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03012,0,9
06-12-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03022,4,26
16-12-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03011,0,23
05-11-2025,Tamil Nadu,Madurai,SAMPLE_PIN_02995,5,23
16-12-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03032,0,3
17-10-2025,Tamil Nadu,Madurai,SAMPLE_PIN_02993,1,3
22-12-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03003,0,11
07-12-2025,Tamil Nadu,Madurai,SAMPLE_PIN_02996,2,11
28-11-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03002,3,20
29-12-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03007,6,36
25-10-2025,Tamil Nadu,Madurai,SAMPLE_PIN_02994,4,23
25-12-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03038,2,36
08-11-2025,Tamil Nadu,Madurai,SAMPLE_PIN_02994,2,12
18-11-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03026,1,4
23-10-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03037,1,0
01-12-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03026,0,4
23-12-2025,Tamil Nadu,Madurai,SAMPLE_PIN_02997,3,17
06-11-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03031,4,14
20-12-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03018,2,13
02-11-2025,Tamil Nadu,Madurai,SAMPLE_PIN_02998,5,21
18-10-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03047,0,3
15-11-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03027,3,3
15-11-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03012,1,5
28-11-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03014,5,13
16-11-2025,Tamil Nadu,Madurai,SAMPLE_PIN_02994,2,5
20-12-2025,Tamil Nadu,Madurai,SAMPLE_PIN_02997,0,7
26-10-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03041,7,33
24-12-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03036,1,5
03-12-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03019,3,25
15-12-2025,Tamil Nadu,Madurai,SAMPLE_PIN_03003,1,2
