date,state,district,pincode,age_0_5,age_5_17,age_18_greater
29-09-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03486,1,1,0
26-10-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03463,1,5,0
31-12-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03473,1,5,0
03-11-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03487,1,0,0
26-10-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03486,0,2,0
03-09-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03452,5,5,0
29-10-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03457,1,0,0
27-12-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03460,9,2,0
25-12-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03492,0,1,0
25-10-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03481,1,1,0
02-11-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03452,9,3,0
18-10-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03464,8,17,0
04-09-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03488,0,1,0
06-09-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03454,1,8,0
10-11-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03450,7,2,0
18-09-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03455,0,2,0
12-09-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03470,2,1,0
19-10-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03485,2,1,0
17-11-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03482,4,3,0
18-11-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03473,3,0,0
24-12-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03466,1,1,0
18-09-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03447,2,1,0
28-10-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03463,1,1,0
04-09-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03471,3,1,0
28-09-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03458,2,0,0
25-12-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03462,2,2,17
04-09-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03493,1,0,0
17-10-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03459,26,13,0
08-09-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03475,2,5,0
17-10-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03466,5,5,0
22-12-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03466,9,0,0
19-11-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03454,7,6,0
01-09-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03460,2,5,0
18-09-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03473,1,3,0
10-09-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03460,10,4,0
03-11-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03467,1,0,0
19-11-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03447,5,3,0
18-11-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03454,4,1,0
19-09-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03472,3,6,0
23-09-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03449,5,1,0
19-11-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03465,1,5,0
26-10-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03457,2,0,0
25-09-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03494,0,1,0
25-11-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03479,0,2,0
25-10-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03470,4,1,0
08-09-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03449,4,2,0
16-11-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03447,2,4,0
13-10-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03462,7,10,0
04-09-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03468,4,4,0
11-09-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03459,10,5,0
22-12-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03464,36,0,0
07-11-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03464,9,11,0
25-09-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03480,1,1,0
24-09-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03472,5,0,0
23-12-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03448,2,0,0
13-09-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03452,5,3,0
08-09-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03461,0,2,0
26-09-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03479,1,3,0
26-12-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03471,2,4,0
26-12-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03465,2,1,0
18-09-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03459,6,2,0
12-11-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03485,2,6,0
01-09-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03457,0,5,0
29-10-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03445,0,1,0
22-09-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03477,5,11,0
15-10-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03487,1,3,0
02-11-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03475,4,1,0
15-10-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03486,2,4,0
18-10-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03459,6,7,0
24-09-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03477,3,5,0
27-12-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03472,2,5,0
25-11-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03444,1,0,0
23-09-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03473,0,1,0
16-11-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03449,2,2,0
19-09-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03451,1,1,0
13-11-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03462,2,4,0
02-09-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03444,0,1,0
05-11-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03486,8,6,0
13-11-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03455,0,3,0
15-10-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03483,7,7,5
08-11-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03453,1,0,0
27-10-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03483,0,1,0
17-10-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03490,5,1,0
08-09-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03453,2,6,0
25-09-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03478,5,6,0
22-12-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03446,21,0,0
25-11-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03451,0,1,0
05-11-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03467,6,3,0
10-09-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03494,1,0,0
01-11-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03482,1,0,0
08-11-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03482,2,4,1
09-09-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03488,0,1,0
28-10-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03451,0,1,0
25-10-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03465,5,4,0
23-09-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03460,0,7,1
31-12-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03467,4,23,0
21-12-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03472,2,0,0
08-09-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03483,9,4,0
29-10-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03450,3,2,0
06-09-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03495,1,1,0
24-09-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03460,4,3,0
26-10-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03447,2,1,0
30-10-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03447,1,3,0
17-10-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03491,0,1,0
10-09-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03448,3,2,0
13-10-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03488,1,1,0
18-10-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03448,5,3,0
19-10-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03484,1,0,0
20-09-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03471,1,0,0
06-11-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03490,1,0,0
23-12-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03452,4,0,0
15-10-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03492,1,0,0
22-12-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03456,3,0,0
13-09-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03477,0,2,0
20-09-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03454,0,5,0
31-12-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03453,1,2,0
22-12-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03492,1,0,0
01-11-2025,Bihar,Muzaffarpur,SAMPLE_PIN_03466,0,1,0
25-12-2025,West Bengal,Nadia,SAMPLE_PIN_03496,1,0,0
18-09-2025,West Bengal,Nadia,SAMPLE_PIN_03497,3,0,0
15-11-2025,West Bengal,Nadia,SAMPLE_PIN_03498,4,1,0
15-10-2025,West Bengal,Nadia,SAMPLE_PIN_03499,3,0,0
02-11-2025,West Bengal,Nadia,SAMPLE_PIN_03500,0,1,0
29-12-2025,West Bengal,Nadia,SAMPLE_PIN_03499,1,0,0
14-11-2025,West Bengal,Nadia,SAMPLE_PIN_03501,7,2,0
28-12-2025,West Bengal,Nadia,SAMPLE_PIN_00580,4,0,0
08-09-2025,West Bengal,Nadia,SAMPLE_PIN_03502,11,1,0
20-09-2025,West Bengal,Nadia,SAMPLE_PIN_03503,3,1,0
20-09-2025,West Bengal,Nadia,SAMPLE_PIN_03504,2,2,0
30-10-2025,West Bengal,Nadia,SAMPLE_PIN_03505,25,7,0
12-11-2025,West Bengal,Nadia,SAMPLE_PIN_03506,2,0,0
07-11-2025,West Bengal,Nadia,SAMPLE_PIN_03507,1,1,0
05-09-2025,West Bengal,Nadia,SAMPLE_PIN_03508,1,0,0
15-11-2025,West Bengal,Nadia,SAMPLE_PIN_03509,2,0,0
15-10-2025,West Bengal,Nadia,SAMPLE_PIN_03507,6,4,0
02-09-2025,West Bengal,Nadia,SAMPLE_PIN_03508,2,0,0
08-09-2025,West Bengal,Nadia,SAMPLE_PIN_03510,7,1,0
27-10-2025,West Bengal,Nadia,SAMPLE_PIN_03511,1,0,0
26-09-2025,West Bengal,Nadia,SAMPLE_PIN_03512,1,1,0
24-09-2025,West Bengal,Nadia,SAMPLE_PIN_03513,1,0,0
15-10-2025,West Bengal,Nadia,SAMPLE_PIN_03513,1,0,0
26-12-2025,West Bengal,Nadia,SAMPLE_PIN_03511,4,0,0
12-09-2025,West Bengal,Nadia,SAMPLE_PIN_03514,9,1,0
18-11-2025,West Bengal,Nadia,SAMPLE_PIN_03515,2,0,0
07-11-2025,West Bengal,Nadia,SAMPLE_PIN_03516,0,2,0
21-12-2025,West Bengal,Nadia,SAMPLE_PIN_03517,1,0,0
04-09-2025,West Bengal,Nadia,SAMPLE_PIN_03518,11,0,1
05-09-2025,West Bengal,Nadia,SAMPLE_PIN_03519,1,0,0
10-11-2025,West Bengal,Nadia,SAMPLE_PIN_03497,14,4,0
26-12-2025,West Bengal,Nadia,SAMPLE_PIN_03520,1,0,0
26-12-2025,West Bengal,Nadia,SAMPLE_PIN_03502,6,0,0
13-09-2025,West Bengal,Nadia,SAMPLE_PIN_03509,6,1,0
16-09-2025,West Bengal,Nadia,SAMPLE_PIN_03521,1,1,1
10-09-2025,West Bengal,Nadia,SAMPLE_PIN_03522,1,0,0
25-11-2025,West Bengal,Nadia,SAMPLE_PIN_03523,2,1,0
16-10-2025,West Bengal,Nadia,SAMPLE_PIN_00599,1,0,0
13-11-2025,West Bengal,Nadia,SAMPLE_PIN_03521,0,1,0
07-11-2025,West Bengal,Nadia,SAMPLE_PIN_03524,3,1,0
13-09-2025,West Bengal,Nadia,SAMPLE_PIN_00644,2,0,0
03-09-2025,West Bengal,Nadia,SAMPLE_PIN_03525,1,0,0
02-09-2025,West Bengal,Nadia,SAMPLE_PIN_03526,1,2,0
31-10-2025,West Bengal,Nadia,SAMPLE_PIN_03518,10,3,0
04-09-2025,West Bengal,Nadia,SAMPLE_PIN_03527,1,1,0
15-10-2025,West Bengal,Nadia,SAMPLE_PIN_03503,1,0,0
16-11-2025,West Bengal,Nadia,SAMPLE_PIN_03528,1,2,0
15-12-2025,West Bengal,Nadia,SAMPLE_PIN_03529,2,0,0
18-11-2025,West Bengal,Nadia,SAMPLE_PIN_03530,6,2,0
30-10-2025,West Bengal,Nadia,SAMPLE_PIN_03531,4,5,0
06-11-2025,West Bengal,Nadia,SAMPLE_PIN_03519,1,0,0
15-10-2025,West Bengal,Nadia,SAMPLE_PIN_03505,10,1,0
02-11-2025,West Bengal,Nadia,SAMPLE_PIN_03503,6,0,0
24-12-2025,West Bengal,Nadia,SAMPLE_PIN_03524,0,1,0
27-10-2025,West Bengal,Nadia,SAMPLE_PIN_03532,1,0,0
12-09-2025,West Bengal,Nadia,SAMPLE_PIN_03533,6,0,0
03-11-2025,West Bengal,Nadia,SAMPLE_PIN_03432,6,0,0
03-09-2025,West Bengal,Nadia,SAMPLE_PIN_03534,2,0,0
14-11-2025,West Bengal,Nadia,SAMPLE_PIN_03535,3,0,0
23-09-2025,West Bengal,Nadia,SAMPLE_PIN_03498,1,0,0
17-09-2025,West Bengal,Nadia,SAMPLE_PIN_03536,2,0,0
22-09-2025,West Bengal,Nadia,SAMPLE_PIN_03526,1,1,0
15-12-2025,West Bengal,Nadia,SAMPLE_PIN_03531,1,3,12
13-09-2025,West Bengal,Nadia,SAMPLE_PIN_03530,12,1,0
25-11-2025,West Bengal,Nadia,SAMPLE_PIN_03537,1,0,0
11-09-2025,West Bengal,Nadia,SAMPLE_PIN_03538,4,0,1
25-11-2025,West Bengal,Nadia,SAMPLE_PIN_03534,2,0,0
30-10-2025,West Bengal,Nadia,SAMPLE_PIN_03539,6,2,0
19-11-2025,West Bengal,Nadia,SAMPLE_PIN_03498,0,1,0
16-10-2025,West Bengal,Nadia,SAMPLE_PIN_03500,1,0,0
15-11-2025,West Bengal,Nadia,SAMPLE_PIN_03496,2,1,0
13-09-2025,West Bengal,Nadia,SAMPLE_PIN_03536,3,1,0
12-11-2025,West Bengal,Nadia,SAMPLE_PIN_03505,1,2,0
31-12-2025,West Bengal,Nadia,SAMPLE_PIN_03505,7,1,0
15-10-2025,West Bengal,Nadia,SAMPLE_PIN_03523,1,0,0
03-09-2025,West Bengal,Nadia,SAMPLE_PIN_03514,10,0,0
20-10-2025,West Bengal,Nadia,SAMPLE_PIN_03540,2,0,1
31-10-2025,West Bengal,Nadia,SAMPLE_PIN_03504,0,1,0
08-09-2025,West Bengal,Nadia,SAMPLE_PIN_00580,0,1,0
29-12-2025,West Bengal,Nadia,SAMPLE_PIN_03541,10,0,0
24-10-2025,West Bengal,Nadia,SAMPLE_PIN_03529,3,1,0
22-12-2025,West Bengal,Nadia,SAMPLE_PIN_03519,4,0,0
25-10-2025,West Bengal,Nadia,SAMPLE_PIN_03503,1,0,0
28-09-2025,West Bengal,Nadia,SAMPLE_PIN_03509,1,0,0
19-09-2025,West Bengal,Nadia,SAMPLE_PIN_03525,1,1,0
01-09-2025,West Bengal,Nadia,SAMPLE_PIN_03503,2,0,0
16-11-2025,West Bengal,Nadia,SAMPLE_PIN_03537,5,0,0
01-11-2025,West Bengal,Nadia,SAMPLE_PIN_03507,1,0,1
06-11-2025,West Bengal,Nadia,SAMPLE_PIN_03531,1,2,0
30-10-2025,West Bengal,Nadia,SAMPLE_PIN_03542,0,1,0
13-10-2025,West Bengal,Nadia,SAMPLE_PIN_00580,2,0,0
24-10-2025,West Bengal,Nadia,SAMPLE_PIN_03516,0,1,0
20-10-2025,West Bengal,Nadia,SAMPLE_PIN_03503,2,0,0
11-09-2025,West Bengal,Nadia,SAMPLE_PIN_03517,4,0,1
06-11-2025,West Bengal,Nadia,SAMPLE_PIN_03543,0,0,1
23-09-2025,West Bengal,Nadia,SAMPLE_PIN_03529,1,1,0
26-12-2025,West Bengal,Nadia,SAMPLE_PIN_03536,2,0,1
11-11-2025,West Bengal,Nadia,SAMPLE_PIN_03506,1,0,0
08-11-2025,West Bengal,Nadia,SAMPLE_PIN_03527,2,0,0
01-07-2025,West Bengal,Nadia,SAMPLE_PIN_03534,82,60,28
31-10-2025,West Bengal,Nadia,SAMPLE_PIN_03519,1,2,0
07-09-2025,West Bengal,Nadia,SAMPLE_PIN_03530,2,0,0
10-09-2025,West Bengal,Nadia,SAMPLE_PIN_03513,1,0,0
30-10-2025,West Bengal,Nadia,SAMPLE_PIN_03544,7,1,0
18-09-2025,West Bengal,Nadia,SAMPLE_PIN_03514,15,1,0
19-10-2025,West Bengal,Nadia,SAMPLE_PIN_03509,2,1,0
04-09-2025,West Bengal,Nadia,SAMPLE_PIN_03537,1,0,0
05-11-2025,West Bengal,Nadia,SAMPLE_PIN_03506,1,1,0
13-09-2025,West Bengal,Nadia,SAMPLE_PIN_03517,2,0,0
04-09-2025,West Bengal,Nadia,SAMPLE_PIN_03545,1,0,0
25-10-2025,West Bengal,Nadia,SAMPLE_PIN_03535,2,1,0
12-09-2025,West Bengal,Nadia,SAMPLE_PIN_03534,1,3,0
23-09-2025,West Bengal,Nadia,SAMPLE_PIN_03513,1,0,0
05-09-2025,West Bengal,Nadia,SAMPLE_PIN_03497,3,0,0
14-09-2025,West Bengal,Nadia,SAMPLE_PIN_03546,1,0,0
09-11-2025,West Bengal,Nadia,SAMPLE_PIN_03517,4,0,0
17-11-2025,West Bengal,Nadia,SAMPLE_PIN_03531,1,1,0
15-12-2025,West Bengal,Nadia,SAMPLE_PIN_03547,0,0,2
11-09-2025,West Bengal,Nadia,SAMPLE_PIN_03503,7,0,0
18-09-2025,West Bengal,Nadia,SAMPLE_PIN_03504,2,0,0
20-09-2025,West Bengal,Nadia,SAMPLE_PIN_03524,4,0,0
06-09-2025,West Bengal,Nadia,SAMPLE_PIN_03507,8,2,0
11-11-2025,West Bengal,Nadia,SAMPLE_PIN_03497,0,2,0
07-11-2025,West Bengal,Nadia,SAMPLE_PIN_03508,2,0,0
05-11-2025,West Bengal,Nadia,SAMPLE_PIN_03534,1,1,0
27-12-2025,West Bengal,Nadia,SAMPLE_PIN_03518,2,1,1
01-07-2025,West Bengal,Nadia,SAMPLE_PIN_03538,32,20,26
16-10-2025,West Bengal,Nadia,SAMPLE_PIN_03511,1,1,0
16-10-2025,West Bengal,Nadia,SAMPLE_PIN_03534,6,0,0
11-11-2025,West Bengal,Nadia,SAMPLE_PIN_03432,6,2,0
08-09-2025,West Bengal,Nadia,SAMPLE_PIN_03548,1,1,0
16-09-2025,West Bengal,Nadia,SAMPLE_PIN_03546,1,0,0
22-09-2025,West Bengal,Nadia,SAMPLE_PIN_03536,0,1,0
19-09-2025,West Bengal,Nadia,SAMPLE_PIN_03515,1,0,0
26-10-2025,West Bengal,Nadia,SAMPLE_PIN_03549,1,0,0
29-10-2025,West Bengal,Nadia,SAMPLE_PIN_03501,5,0,0
31-12-2025,West Bengal,Nadia,SAMPLE_PIN_03541,0,1,0
29-12-2025,West Bengal,Nadia,SAMPLE_PIN_03526,6,0,0
08-09-2025,West Bengal,Nadia,SAMPLE_PIN_03539,0,1,0
04-09-2025,West Bengal,Nadia,SAMPLE_PIN_03550,1,0,0
06-09-2025,West Bengal,Nadia,SAMPLE_PIN_03525,1,0,0
18-09-2025,West Bengal,Nadia,SAMPLE_PIN_03508,1,0,0
07-09-2025,West Bengal,Nadia,SAMPLE_PIN_03540,0,1,0
18-09-2025,West Bengal,Nadia,SAMPLE_PIN_03548,3,2,0
25-10-2025,West Bengal,Nadia,SAMPLE_PIN_03514,7,2,0
07-11-2025,West Bengal,Nadia,SAMPLE_PIN_03530,1,0,0
02-09-2025,West Bengal,Nadia,SAMPLE_PIN_03505,11,1,0
17-11-2025,West Bengal,Nadia,SAMPLE_PIN_03499,1,0,0
10-09-2025,West Bengal,Nadia,SAMPLE_PIN_03545,6,0,0
07-09-2025,West Bengal,Nadia,SAMPLE_PIN_03551,2,0,0
01-09-2025,West Bengal,Nadia,SAMPLE_PIN_03552,7,0,0
19-11-2025,West Bengal,Nadia,SAMPLE_PIN_03510,3,1,0
10-11-2025,West Bengal,Nadia,SAMPLE_PIN_03499,1,0,0
18-09-2025,West Bengal,Nadia,SAMPLE_PIN_03549,0,2,1
25-11-2025,West Bengal,Nadia,SAMPLE_PIN_03511,2,0,0
13-11-2025,West Bengal,Nadia,SAMPLE_PIN_03551,0,0,2
08-09-2025,West Bengal,Nadia,SAMPLE_PIN_03527,1,0,0
29-10-2025,West Bengal,Nadia,SAMPLE_PIN_03515,2,0,0
20-09-2025,West Bengal,Nadia,SAMPLE_PIN_03542,1,0,0
25-11-2025,West Bengal,Nadia,SAMPLE_PIN_03553,2,0,0
24-10-2025,West Bengal,Nadia,SAMPLE_PIN_03548,0,1,0
16-11-2025,West Bengal,Nadia,SAMPLE_PIN_00580,2,0,0
09-09-2025,West Bengal,Nadia,SAMPLE_PIN_03510,3,1,0
20-09-2025,West Bengal,Nadia,SAMPLE_PIN_03531,2,3,0
21-12-2025,West Bengal,Nadia,SAMPLE_PIN_03536,1,0,0
19-09-2025,West Bengal,Nadia,SAMPLE_PIN_03554,1,0,0
27-10-2025,West Bengal,Nadia,SAMPLE_PIN_03552,1,1,0
09-09-2025,West Bengal,Nadia,SAMPLE_PIN_03500,0,1,0
20-10-2025,West Bengal,Nadia,SAMPLE_PIN_03510,2,1,0
01-09-2025,West Bengal,Nadia,SAMPLE_PIN_03555,3,0,0
07-09-2025,West Bengal,Nadia,SAMPLE_PIN_03556,0,0,1
01-09-2025,West Bengal,Nadia,SAMPLE_PIN_03540,2,0,0
26-09-2025,West Bengal,Nadia,SAMPLE_PIN_03509,2,1,0
04-09-2025,West Bengal,Nadia,SAMPLE_PIN_03534,6,0,0
26-12-2025,West Bengal,Nadia,SAMPLE_PIN_03552,1,1,0
14-11-2025,West Bengal,Nadia,SAMPLE_PIN_03508,2,0,0
31-12-2025,West Bengal,Nadia,SAMPLE_PIN_03540,2,0,0
03-09-2025,West Bengal,Nadia,SAMPLE_PIN_03544,7,1,0
25-09-2025,West Bengal,Nadia,SAMPLE_PIN_03502,20,2,0
22-09-2025,West Bengal,Nadia,SAMPLE_PIN_03534,1,3,0
24-12-2025,West Bengal,Nadia,SAMPLE_PIN_00644,1,0,0
30-10-2025,West Bengal,Nadia,SAMPLE_PIN_03534,9,3,0
29-12-2025,West Bengal,Nadia,SAMPLE_PIN_03536,4,0,0
21-12-2025,West Bengal,Nadia,SAMPLE_PIN_03534,2,0,0
25-12-2025,West Bengal,Nadia,SAMPLE_PIN_03527,0,1,0
13-10-2025,West Bengal,Nadia,SAMPLE_PIN_03529,5,0,0
10-11-2025,West Bengal,Nadia,SAMPLE_PIN_03505,2,1,0
27-10-2025,West Bengal,Nadia,SAMPLE_PIN_03509,1,0,0
30-10-2025,West Bengal,Nadia,SAMPLE_PIN_00580,2,0,0
18-10-2025,West Bengal,Nadia,SAMPLE_PIN_03502,2,5,0
15-09-2025,West Bengal,Nadia,SAMPLE_PIN_03557,1,0,0
02-11-2025,West Bengal,Nadia,SAMPLE_PIN_03545,1,1,0
29-12-2025,West Bengal,Nadia,SAMPLE_PIN_03504,4,0,0
27-10-2025,West Bengal,Nadia,SAMPLE_PIN_03498,0,0,1
31-10-2025,West Bengal,Nadia,SAMPLE_PIN_03524,2,0,0
14-09-2025,West Bengal,Nadia,SAMPLE_PIN_03558,1,0,0
21-12-2025,West Bengal,Nadia,SAMPLE_PIN_03502,3,0,0
06-11-2025,West Bengal,Nadia,SAMPLE_PIN_03552,2,1,0
10-09-2025,West Bengal,Nadia,SAMPLE_PIN_03514,16,2,0
29-12-2025,West Bengal,Nadia,SAMPLE_PIN_03557,1,0,0
15-12-2025,West Bengal,Nadia,SAMPLE_PIN_03559,0,0,8
16-11-2025,West Bengal,Nadia,SAMPLE_PIN_03508,2,2,0
06-09-2025,West Bengal,Nadia,SAMPLE_PIN_03506,0,1,0
05-09-2025,West Bengal,Nadia,SAMPLE_PIN_03526,10,1,0
08-09-2025,West Bengal,Nadia,SAMPLE_PIN_03501,3,0,0
03-09-2025,West Bengal,Nadia,SAMPLE_PIN_03550,2,0,0
27-12-2025,West Bengal,Nadia,SAMPLE_PIN_03536,2,1,0
21-10-2025,West Bengal,Nadia,SAMPLE_PIN_03531,1,0,0
04-09-2025,West Bengal,Nadia,SAMPLE_PIN_03507,13,2,0
25-11-2025,West Bengal,Nadia,SAMPLE_PIN_03524,4,1,0
01-09-2025,West Bengal,Nadia,SAMPLE_PIN_03543,4,0,0
21-12-2025,West Bengal,Nadia,SAMPLE_PIN_03540,2,0,0
24-09-2025,West Bengal,Nadia,SAMPLE_PIN_03539,7,1,0
22-09-2025,West Bengal,Nadia,SAMPLE_PIN_03551,1,0,0
02-11-2025,West Bengal,Nadia,SAMPLE_PIN_03504,3,1,0
25-09-2025,West Bengal,Nadia,SAMPLE_PIN_03537,1,0,0
07-11-2025,West Bengal,Nadia,SAMPLE_PIN_03502,4,1,0
15-10-2025,West Bengal,Nadia,SAMPLE_PIN_03527,6,0,0
09-11-2025,West Bengal,Nadia,SAMPLE_PIN_03541,2,1,0
21-09-2025,West Bengal,Nadia,SAMPLE_PIN_03540,1,1,0
06-09-2025,West Bengal,Nadia,SAMPLE_PIN_03555,1,0,0
11-11-2025,West Bengal,Nadia,SAMPLE_PIN_03553,1,0,0
03-11-2025,West Bengal,Nadia,SAMPLE_PIN_03505,6,1,0
19-10-2025,West Bengal,Nadia,SAMPLE_PIN_03504,2,0,0
10-09-2025,West Bengal,Nadia,SAMPLE_PIN_03543,1,1,0
15-10-2025,West Bengal,Nadia,SAMPLE_PIN_03508,3,1,0
04-09-2025,West Bengal,Nadia,SAMPLE_PIN_03506,3,0,0
09-09-2025,West Bengal,Nadia,SAMPLE_PIN_03509,0,1,0
26-12-2025,West Bengal,Nadia,SAMPLE_PIN_03514,17,0,0
05-11-2025,West Bengal,Nadia,SAMPLE_PIN_03509,5,0,0
06-11-2025,West Bengal,Nadia,SAMPLE_PIN_03502,2,1,0
28-09-2025,West Bengal,Nadia,SAMPLE_PIN_03514,1,0,0
24-12-2025,West Bengal,Nadia,SAMPLE_PIN_03531,4,3,0
14-09-2025,West Bengal,Nadia,SAMPLE_PIN_03551,2,0,1
02-09-2025,West Bengal,Nadia,SAMPLE_PIN_03544,2,0,0
05-11-2025,West Bengal,Nadia,SAMPLE_PIN_03551,2,1,0
01-09-2025,West Bengal,Nadia,SAMPLE_PIN_03560,2,0,0
14-09-2025,West Bengal,Nadia,SAMPLE_PIN_03556,1,0,0
19-10-2025,West Bengal,Nadia,SAMPLE_PIN_03551,4,1,0
11-11-2025,West Bengal,Nadia,SAMPLE_PIN_03529,3,0,0
